precip_type,total,total_accumulation,total_trace,ice,ice_accretion,ice_trace,note,narrative,id,city,state,zipcode,start,end,location_id
Snow,1.8,1.8,,N/A,0,,,"Light clipper system on December 14th. A clipper system brought snow between 12 - 3 AM on the 14th. Light to moderate snow continued through the pre-dawn hours, becoming intermittent with just flurries at times, especially toward and around dawn. Snow eventually tapered off to flurries by 8 - 11 AM. Temperatures were generally between 23 - 28 degrees during the event. Winds also gusted up to 25 - 30 mph at times after snow ended, leading to some blowing snow.",27785,Islip,NY,11751,2017-12-14T00:00:00,2017-12-14T11:00:00,60003
Snow,1.4,1.4,,N/A,0,,,"Light clipper system on December 14th. A clipper system brought snow between 12 - 2 AM on the 14th. Light to moderate snow then continued through the pre-dawn hours, becoming intermittent at times with just flurries. Snow eventually tapered off to flurries by 7 - 9 AM. Temperatures were generally in the low-to-mid 20s during the event. Winds also gusted up to 25 - 30 mph at times after snow ended, leading to some blowing snow.",27785,Peekskill,NY,10566,2017-12-14T00:00:00,2017-12-14T11:00:00,63665
Snow,1.5,1.5,,N/A,0,,,"Coastal storm brought accumulating snow on December 15th. Snow quickly developed between 1 - 3 PM on the 15th, and became steady for the evening rush hour, with intervals of moderate snow. The snow came to an end west to east 7 - 9 PM. At the onset of snow, temperatures were in the upper 20s, but settled into the mid 20s as snow became steady.",27830,Brooklyn,NY,11210,2017-12-15T12:00:00,2017-12-15T23:00:00,59824
Snow,2.6,2.6,,N/A,0,,,"Coastal storm brought accumulating snow on December 15th. Snow quickly developed between 1 - 3 PM on the 15th, and became steady for the evening rush hour, with intervals of moderate snow. The snow came to an end west to east 8 - 11 PM. At the onset of snow, temperatures were in the upper 20s to near 30, but settled to 24 - 28 degrees during the steady snow.",27830,Islip,NY,11751,2017-12-15T12:00:00,2017-12-15T23:00:00,60003
Snow,0.7,0.7,,N/A,0,,,"Coastal storm brought accumulating snow on December 15th. Snow quickly developed between 2 - 4 PM on the 15th, and became steady for the evening rush hour, with some pockets of moderate snow. Snow did not last long, and tapered off between 7 - 9 PM. Temperatures were mainly in the low 20s during snowfall.",27830,Peekskill,NY,10566,2017-12-15T12:00:00,2017-12-15T23:00:00,63665
Snow,1.0,1.0,,N/A,0,,,Clipper system on December 30th. Light snow flurries associated with a clipper developed between 8 - 10 AM on the 30th. Snow became steadiest through mid-day before quickly tapering off by 2 - 4 PM. Temperatures held between 19 - 23 during snowfall. Note: Areas that saw returning showers or flurries during the evening of 12/30 will be addressed in a separate storm summary.,28182,Brooklyn,NY,11210,2017-12-30T04:00:00,2017-12-30T19:00:00,59824
Snow,2.0,2.0,,N/A,0,,,"Clipper system on December 30th. As a clipper moved on the morning of the 30th, light snow flurries developed between 8 - 10 AM. These were spotty with some areas seeing lulls before steadier snow developed toward mid-day, becoming moderate to even heavy at times between 11 AM - 3 PM. Snow eventually tapered off to flurries by 4 - 7 PM. Temperatures held between 18 - 21 degrees during snowfall. Note: Areas that saw returning showers or flurries during the evening of 12/30 will be addressed in a separate storm summary.",28182,Islip,NY,11751,2017-12-30T04:00:00,2017-12-30T19:00:00,60003
Snow,1.0,1.0,,N/A,0,,,"Clipper system on December 30th. As a clipper moved in on the morning of the 30th, light snow developed between 7 - 9 AM. This became steady through mid-day, especially between 10 AM - 1 PM with brief moderate bursts of snow. Snow then tapered off to flurries by 2 - 4 PM. Temperatures were initially in the low-to-mid 20s before rising to near 20 degrees during snowfall.",28182,Peekskill,NY,10566,2017-12-30T04:00:00,2017-12-30T19:00:00,63665
Snow,12.0,12.0,,N/A,0,,,"Powerful Storm Brings Heavy Snow to Region. Initial sporadic snow developed across the area as early as 12 - 2 AM on January 4th, when temperatures were in the upper 20s to around 30 degrees. After a few hours of intermittence, snow became increasingly widespread and steady by 4 - 7 AM as temperatures cooled into the mid-20s where they held through the conclusion of snowfall. Snow was moderate to heavy, which at times fell at the rate of 1 - 2 inches per hour through the morning into the early afternoon. Snow intensity and coverage generally diminished 3 - 6 PM. In addition to the heavy snow were strong winds which were sustained at 15 - 30 mph, but gusted 45 - 55 mph at times. . The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28335,Brooklyn,NY,11210,2018-01-04T00:00:00,2018-01-04T23:00:00,59824
Snow,16.0,16.0,,N/A,0,,,"Powerful Storm Brings Heavy Snow to Long Island. Initial sporadic snow developed across Long Island as early as 12 - 2 AM on January 4th, when temperatures were in the upper 20s to around 30 degrees. A few spots across the Twin Forks briefly mixed with rain near 32 degrees during this time before cooling. Otherwise, after a few hours of intermittence, snow became increasingly widespread and steady by 5 - 7 AM as temperatures cooled into the middle 20s where they held through the conclusion of snowfall. Snow was moderate to heavy, which at times fell at the rate of 2 - 3 inches per hour through the morning into the early afternoon. Snow intensity and coverage generally diminished 4 - 7 PM, though pockets of snow persisted in spots until nearly Midnight, especially across the Twin Forks. In addition to the heavy snow, winds were very strong, sustained at 15 - 30 mph and gusted up to 45 - 60 mph at times resulting in blizzard-like conditions. . The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28335,Islip,NY,11751,2018-01-04T00:00:00,2018-01-04T23:00:00,60003
Snow,8.5,8.5,,N/A,0,,,"Powerful Storm Brings Heavy Snow. Initial sporadic snow flurries developed as early as 2 - 4 AM on January 4th, when temperatures were in the mid-20s. After a few hours of intermittence, snow became increasingly widespread and steady by 5 - 7 AM as temperatures cooled into the low 20s to near 20 degrees where they held through the conclusion of snowfall. Snow was moderate to heavy, which at times fell at the rate of 1 - 2 inches per hour through the morning into the early afternoon. Snow intensity and coverage generally diminished 4 - 7 PM with a lingering flurry in the evening. In addition to the heavy snow were strong winds which were sustained at 15 - 30 mph, but gusted 45 - 55 mph at times. . The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28335,Peekskill,NY,10566,2018-01-04T00:00:00,2018-01-04T23:00:00,63665
Wintry Mix,Scattered Coating,0.0,Scattered Coating,Coating,0,Coating,,"Wintry mix on January 8th. A weak system moved into the area between 3 - 6 PM on the 8th, which brought a wintry mix of snow, sleet, and freezing rain. Steadier precipitation changed to all snow for a time, especially after sunset. Temperatures were between 27 - 31 degrees during the event.",28451,Brooklyn,NY,11210,2018-01-08T11:00:00,2018-01-08T23:00:00,59824
Wintry Mix,Coating,0.0,Coating,Coating,0,Coating,,"Wintry mix on January 8th. Initial rain overspread Long Island by 3 - 5 PM on the 8th with temperatures between 34 - 36 degrees. Periodic mixes of sleet, snow, and freezing rain then followed into the early evening as temperatures cooled to between 30 - 32 degrees. Most areas stopped precipitating by 8 PM but wintry mixes continued along the South Shore and the South Fork until 10-11 PM before ending.",28451,Islip,NY,11751,2018-01-08T11:00:00,2018-01-08T23:00:00,60003
Wintry Mix,0.2,0.2,,Coating,0,Coating,,Wintry mix to snow on January 8th. A light mix of sleet and freezing rain began across the region between 12 - 2 PM on the 8th. This mix quickly changed to mainly snow within an hour of any precipitation that started. Light snow then continued before tapering off by 3 - 6 PM. Temperatures were in the mid-20s during the event.,28451,Peekskill,NY,10566,2018-01-08T11:00:00,2018-01-08T23:00:00,63665
Snow,0.5,0.5,,N/A,0,,,"Storm brought rain to snow on January 17th. A steady rain moved into the area overnight on the 17th with temperatures initially in the mid-to-upper 30s. This eventually mixed and changed to snow by 7 - 9 AM as temperatures settled between 32 - 36 degrees. Snow then remained light to moderate, eventually tapering off to flurries 1 - 4 PM.",28646,Brooklyn,NY,11210,2018-01-16T02:00:00,2018-01-17T18:00:00,59824
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,Storm brought rain to snow on January 17th. Rain fell during the pre-dawn hours on the 17th with temperatures in the mid-to-upper 30s. Rain then mixed and changed to a light to briefly moderate wet snow by 9 AM - 12 PM as temperatures settled between 33 - 36 degrees. Any snow or rain/snow mix then ended by 2 - 5 PM.,28646,Islip,NY,11751,2018-01-16T02:00:00,2018-01-17T18:00:00,60003
Wintry Mix,2.2,2.2,,Coating,0,Coating,,"Accumulating snow and wintry mix on January 16-17. Pockets of flurries and light to moderate snow developed between 5 - 9 AM on the 16th. This initial snow was brief, with temperatures in the low-to-mid 20s before being followed by a break in precipitation outside of a few spotty flurries or sprinkles during the day. A second batch of precipitation then fell as rain near midnight on the 17th but since temperatures warmed between 30 - 34 degrees, freezing rain and brief sleet developed in spots. Any rain or mix then changed over to snow by 6 - 8 AM, remaining light to moderate in intensity before tapering off to flurries by 1 - 3 PM.",28646,Peekskill,NY,10566,2018-01-16T02:00:00,2018-01-17T18:00:00,63665
Snow,1.4,1.4,,N/A,0,,,"Coastal system on January 29 - 30. Pockets of light snow and flurries began as early as the late evening on January 29th, before becoming steady during the pre-dawn on the 30th. Snow then remained light to moderate through the morning, eventually tapering off to flurries by 6 - 9 AM. Temperatures were initially 33 - 36 degrees before settling between 28 - 32 degrees during snowfall. Due to prior mild temperatures, pavement accumulation was variable, and generally less than those of colder and grassy surfaces.",28949,Brooklyn,NY,11210,2018-01-29T19:00:00,2018-01-30T23:00:00,59824
Snow,5.7,5.7,,N/A,0,,,"Coastal storm on January 29 - 30. Pockets of light snow and flurries developed as early as 7 - 10 PM on January 29th, quickly becoming steady by and after midnight on the 30th. Snow became moderate to heavy during the pre-dawn hours, with some of the heaviest falling at rates of 1-2"" per hour. This then trended back to a light to moderate snow toward daybreak, eventually tapering down to flurries by 11 AM - 1 PM (the Twin Forks continued to see flurries through 3 - 4 PM). Temperatures were initially in the low-to-mid 30s before settling between 26 - 31 degrees during snowfall. Note: Returning snow showers during the evening of January 30th will be covered in a separate report.",28949,Islip,NY,11751,2018-01-29T19:00:00,2018-01-30T23:00:00,60003
Snow,0.5,0.5,,N/A,0,,,"Coastal system grazed the area on January 30th. As a coastal system moved mainly to the east, the western edge of precipitation grazed the region on January 30th. Pockets of light snow and flurries developed around 12 AM with temperatures in the mid-30s, continuing through the pre-dawn with temperatures cooling between 28 - 32 degrees. While initially light, snow became moderate and steady through dawn before tapering off to flurries by 7 - 10 AM. Some sunshine returned after, warming temperatures between 32 - 36 degrees. Spotty flurries and brief showers continued otherwise, especially in the early afternoon and early evening. Snow eventually tapered off by 9 PM to just lingering flurries with temperatures falling back into the teens and 20s.",28949,Peekskill,NY,10566,2018-01-29T19:00:00,2018-01-30T23:00:00,63665
Wintry Mix,0.4,0.4,,Coating,0,Coating,,"Snow to wintry mix and rain on February 7th. A light to moderate snow overspread the area between 7 - 9 AM on February 7th, quickly mixing with sleet as temperatures were initially between 30 - 32 degrees. Snow then changed to mainly freezing rain by 11 AM - 12 PM as temperatures held near 32 degrees. Temperatures then slowly warmed above freezing by 1 - 3 PM, ending any icing. Marginal temperatures and mixed precipitation led to accumulations that were denser than normal.",29176,Brooklyn,NY,11210,2018-02-07T06:00:00,2018-02-07T23:00:00,59824
Wintry Mix,0.2,0.2,,Patchy,0,Patchy,,"Morning wintry mix on February 7th. Snow mixed with some sleet overspread Long Island between 8 - 10 AM on February 7th. With temperatures between 30 - 35 degrees, pockets of freezing rain quickly developed through the morning outside of the East End which changed to all rain due to temperatures in the mid-30s. Any wintry mix otherwise changed to rain by 11 AM - 1 PM as temperatures warmed well into the 30s and even 40s during the afternoon. Even though accumulations were not that high, they were more dense than normal due to marginal temperatures and mixed precipitation.",29176,Islip,NY,11751,2018-02-07T06:00:00,2018-02-07T23:00:00,60003
Wintry Mix,2.0,2.0,,0.2,0.2,,,"Snow to wintry mix and rain on February 7th. Light to moderate snow overspread the area between 7 - 9 AM on February 7th. Snow was steady with temperatures between 25 - 30 degrees. Sleet then mixed in by 10 - 11 AM, with freezing rain also quickly developing toward noon. As temperatures held near 32 degrees, mixes of sleet and freezing rain then continued until 3 - 5 PM before warming above freezing in the mid-to-upper 30s, ending any icing. Marginal temperatures and mixed precipitation led to accumulations that were denser than normal.",29176,Peekskill,NY,10566,2018-02-07T06:00:00,2018-02-07T23:00:00,63665
Snow,2.8,2.8,,N/A,0,,,"Periods of steady, heavy snow on February 17 - 18. Snow overspread the area between 5 - 7 PM on February 17th, quickly becoming steady during the evening. Moderate to heavy snow fell between 7 and 10 PM, with the steadiest falling at rates of up to 1-2"" per hour. This then tapered to off to snow showers and flurries toward midnight (with a brief changeover to light rain in spots). All precipitiation ended by 2 AM on the 18th. Temperatures held steady between 30 - 34 degrees during the event.",29440,Brooklyn,NY,11210,2018-02-17T16:00:00,2018-02-18T06:00:00,59824
Snow,1.8,1.8,,N/A,0,,,"Mixes of snow and rain on February 17 - 18. With temperatures initially in the mid-to-upper 30s, sprinkles and flurries began falling between 5 - 7 PM on February 17th. Steady precipitation then overspread Long Island by 7 - 8 PM, with combinations of snow and rain falling through midnight as temperatures cooled between 32 - 35 degrees. Any lingering mixed showers and flurries ended by 2 - 5 AM on the 18th.",29440,Islip,NY,11751,2018-02-17T16:00:00,2018-02-18T06:00:00,60003
Snow,7.1,7.1,,N/A,0,,,"Periods of steady, heavy snow fell on February 17 - 18. Snow developed between 5 - 7 PM on February 17th, quickly becoming steady and heavy into the evening. The heaviest fell at rates of 1-3"" per hour, especially between 6 and 11 PM. Snow then became intermittent by midnight, with any lingering snow showers and flurries ending between 12 - 3 AM on the 18th. Temperatures held steady between 29 - 32 degrees during snowfall.",29440,Peekskill,NY,10566,2018-02-17T16:00:00,2018-02-18T06:00:00,63665
Snow / Sleet,Coating,0.0,Coating,N/A,0,,,"Powerful Coastal Storm Brings Snow, Rain and Wind on March 2nd. A very strong coastal storm brought heavy precipitation to the region on March 2nd. A good portion of the precipitation fell as rain (which began late on March 1st). Starting 7 - 9 AM on March 2nd, rain mixed with and at points changed to combinations of snow and sleet. This mixture of precipitation continued through the afternoon, until the steady precipitation tapered down to flurries and sprinkles between 5 and 8 PM. When wintry precipitation was falling, the temperature was between 33 and 38 degrees. In addition to the precipitation, winds were quite strong. Gusts were frequently 40 - 50 mph, with some spots exceeding 60 mph at times.",29679,Brooklyn,NY,11210,2018-03-02T00:00:00,2018-03-03T02:00:00,59824
Snow / Sleet,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Powerful Coastal Storm Brings Occasional Snow and Sleet on March 2nd. A very strong coastal storm brought heavy precipitation to Long Island on March 2nd. While the majority of the precipitation fell as rain (which began late on March 1st), precipitation mixed with and even changed to combinations of snow and sleet at times during the day. The mixing with snow and sleet began as early as 7 - 10 AM, and persisted at times through the day. Most of the steady precipitation tapered down between 6 and 9 PM, though some pockets of light rain and wet snow persisted until 12 - 2 AM on March 3rd. In addition to the wintry mix of precipitation, winds were quite strong, gusting frequently up to 40 - 50 mph, with some spots exceeding 65 mph at times. At times of mixed precipitation, temperatures were mostly 33 - 37 degrees.",29679,Islip,NY,11751,2018-03-02T00:00:00,2018-03-03T02:00:00,60003
Snow,1.6,1.6,,N/A,0,,,"Powerful Coastal Storm Brings Heavy Snow and Wind on March 2nd. A very strong coastal storm brought heavy precipitation to the region on March 2nd. The first portion of precipitation (which began late on March 1st) was in the form of plain rain. Starting as early as 12 -3 AM however, rain mixed with and changed to snow, which came down moderate to heavily at points as temperatures settled between 32 - 36 degrees. Some of this snow came down at rates of 1-3"" per hour through the rest of the morning and afternoon. Precipitation finally came to an end between 7 and 10 PM, with a few additional flurries lingering overnight. Marginal temperatures led to variable snow accumulations between lower and higher elevations. In addition to the precipitation, winds were quite strong, frequently gusting between 35 and 50 miles per hour which resulted in blowing and drifting snow. The combination of a heavy wet snow and high winds also led to downed trees and powerlines.",29679,Peekskill,NY,10566,2018-03-02T00:00:00,2018-03-03T02:00:00,63665
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Light snow on March 4th and 5th. Flurries and snow showers began as early as 7 PM on the evening of the 4th, with more widespread light snow developing mainly between 10 PM - 3 AM into the 5th. While most of the snow had finished by then, additional flurries and brief pockets of light snow did continue to fall at times across the East End until 8 - 10 AM. Temperatures were between 31 - 35 degrees under the steadiest snow.",29727,Brooklyn,NY,11210,2018-03-04T16:00:00,2018-03-05T10:00:00,59824
Snow,0.3,0.3,,N/A,0,,,"Light snow on March 4th and 5th. Flurries and snow showers began as early as 7 PM on the evening of the 4th, with more widespread light snow developing mainly between 10 PM - 3 AM into the 5th. While most of the snow had finished by then, additional flurries and brief pockets of light snow did continue to fall at times across the East End until 8 - 10 AM. Temperatures were between 31 - 35 degrees under the steadiest snow.",29727,Islip,NY,11751,2018-03-04T16:00:00,2018-03-05T10:00:00,60003
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Snow showers and flurries on March 4th and 5th. Snow showers and flurries began as early as 5 - 7 PM on March 4th, continuing intermittently overnight before dissipating by 2 - 4 AM on March 5th. Temperatures were generally between 33 - 38 degrees but cooled to 28 - 32 degrees during snowfall.",29727,Peekskill,NY,10566,2018-03-04T16:00:00,2018-03-05T10:00:00,63665
Snow / Sleet,4.1,4.1,,N/A,0,,,"Long duration event featuring a wintry mix on March 7th. A wave of precipitation on the morning of March 7th was followed by a coastal system that developed later in the day before exiting during the evening. The first batch of precipitation was a mix of light snow and rain that began shortly after 12 AM on the 7th. This mixture then continued before abruptly transitioning to moderate to heavy snow between 12 and 3 PM as the coastal system developed. The heaviest snow was accompanied by thunder and snowfall rates up to 1"" per hour at times. Snow then continued into the evening, mixing with rain again before ending between 8 - 10 PM with just a few lingering flurries. Temperatures were generally between 33 and 37 degrees throughout the event. . Additionally. , winds gusted between 35 - 45 mph during the heaviest precipitation which resulted in drifting snow. The combination of a heavy wet snow and high winds also led to downed trees and powerlines.",29764,Brooklyn,NY,11210,2018-03-06T21:00:00,2018-03-08T05:00:00,59824
Snow / Sleet,7.1,7.1,,N/A,0,,,"Long duration event featuring a wintry mix on March 7th and 8th. A wave of precipitation on the morning of March 7th was followed by a coastal system that developed later in the day before exiting on the 8th. The first batch of precipitation was a mix of light snow and rain across the region between 1 and 7 AM on the 7th, followed by a few lulls in precipitation afterwards. A steadier mix of rain, snow, and sleet then began after 9 AM with the coastal system. This mix switched to a heavy snow as early as 12 PM, although areas toward the East End did not change over until 3 - 6 PM. The heaviest snow was accompanied by thunder and snowfall rates up to 1-2"" per hour. Combinations of rain and snow continued into the evening before eventually tapering off between 1 and 4 AM on March 8th. Temperatures were generally between 32 and 37 degrees throughout the event. Additionally. , winds gusted between 35 - 45 mph during the heaviest precipitation which resulted in drifting snow. The combination of a heavy wet snow and high winds also led to downed trees and powerlines.",29764,Islip,NY,11751,2018-03-06T21:00:00,2018-03-08T05:00:00,60003
Snow,13.1,13.1,,N/A,0,,,"Long duration event featuring heavy snow on March 7th and 8th. A wave of precipitation on the morning of March 7th was followed by a coastal system that developed later in the day before exiting during the evening. The first batch of precipitation were pockets of light to moderate snow that developed shortly after midnight on the 7th (of which began as flurries late on the 6th mixed with some rain) before lulling at times toward dawn. Steadier precipitation then developed after daybreak with the coastal system, resulting in moderate to heavy snow falling by 10 AM - 12 PM. Snow fell at rates of up to 2-4"" per hour under the heaviest of snow through the afternoon. This snow then quickly tapered off between 6 and 9 PM, although additional snow showers and flurries lingered until 3 AM on March 8th. Temperatures were mainly between 30 - 34 degrees during the event. . Additionally. , winds gusted up to 30 - 35 mph during the heaviest precipitation, which resulted in drifting snow. The combination of a heavy wet snow and high winds also led to downed trees and powerlines.",29764,Peekskill,NY,10566,2018-03-06T21:00:00,2018-03-08T05:00:00,63665
Snow,1.5,1.5,,N/A,0,,,"Nor'easter brought accumulating snow on March 13th. Light rain began late in the evening on March 12th, mixing and changing to snow after 12 AM on the 13th. Periods of light to moderate snow then followed into the early morning hours, becoming heavy for a time between 6 and 9 AM. Snow then became lighter after 11 AM, mixing with rain at times before completely ending by 1 - 3 PM. Temperatures were mainly between 33 and 37 degrees throughout the storm.",29908,Brooklyn,NY,11210,2018-03-12T20:00:00,2018-03-13T23:00:00,59824
Snow,7.1,7.1,,N/A,0,,,"Nor'easter brings heavy snowfall on March 13th. After rain brief fell late in the evening on March 12th, precipitation changed to snow around midnight on the 13th. Snow quickly became moderate to heavy through the pre-dawn as heavy bands developed across Long Island. These bands produced snowfall rates up to 1-3"" per hour. In addition, winds also gusted up to and over 35 - 40 mph, which resulted in blowing and drifting snow. The heavy snow gradually trended lighter after 10 AM, ending for most between 12 - 3 PM. However, heavy bands of snow continued to linger across the Twin Forks until 5 - 7 PM. Temperatures were between 31 and 36 degrees throughout the storm.",29908,Islip,NY,11751,2018-03-12T20:00:00,2018-03-13T23:00:00,60003
Snow,4.1,4.1,,N/A,0,,,"Nor'easter brought accumulating snow on March 13th. Pockets of light snow began between 10 PM and Midnight on March 12th (which briefly mixed with rain in spots) before giving way to steadier snowfall after 12 AM on the 13th. Snow became moderate to even heavy at times toward dawn, with snowfall rates up to 1"" per hour as heavier bands developed through daybreak. Snow then trended lighter after 8 AM, giving way to snow showers and flurries that lingered until 1 - 4 PM. Temperatures were mainly between 32 and 37 degrees during snowfall.",29908,Peekskill,NY,10566,2018-03-12T20:00:00,2018-03-13T23:00:00,63665
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Evening snow showers and flurries on March 14th. Flurries began as early as 4 - 5 PM, followed by scattered snow showers mainly between 6 PM and 12 AM on March 14th. While most precipitation was light, a few showers did become heavy and steady at times. Snow quickly tapered down to flurries by midnight, eventually diminishing shortly afterwards. Temperatures were initially in the upper 30s to near 40 degrees before cooling between 33 and 37 degrees during snowfall.",29943,Brooklyn,NY,11210,2018-03-14T02:00:00,2018-03-15T06:00:00,59824
Snow,0.2,0.2,,N/A,0,,,Evening snow showers and flurries on March 14th. Scattered snow showers and flurries developed across Long Island between 5 and 11 PM on March 14th. These became briefly heavy and steady times before tapering down to flurries through midnight on the 15th. Temperatures were between 32 and 37 degrees during the event.,29943,Islip,NY,11751,2018-03-14T02:00:00,2018-03-15T06:00:00,60003
Snow,0.2,0.2,,N/A,0,,,Afternoon and evening snow showers on March 14th. Snow showers and flurries developed as early as 2 - 3 PM with temperatures in the mid-to-upper 30s. These continued into the evening as temperatures cooled between 30 and 34 degrees. A few showers became briefly steady and heavy at times. Snow otherwise diminished to flurries by 9 PM - 12 AM.,29943,Peekskill,NY,10566,2018-03-14T02:00:00,2018-03-15T06:00:00,63665
Sleet,Coating,0.0,Coating,N/A,0,,,"Brief wintry mix on March 20th. Pockets of sleet, mixed with some rain and brief snow, occurred between 4 and 9 PM on March 20th. Temperatures were between 36 and 40 degrees, with most accumulation found on colder/grassy surfaces. Temperatures continued to hold in the mid-to-upper 30s after sleet ended.",30073,Brooklyn,NY,11210,2018-03-20T16:00:00,2018-03-20T21:00:00,59824
Sleet,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Brief wintry mix on March 20th. Pockets of sleet, mixed with some rain and brief snow, occurred between 4 and 9 PM on March 20th. Temperatures were between 36 and 40 degrees, with most accumulation found on colder/grassy surfaces. Temperatures continued to hold in the mid-to-upper 30s after sleet ended.",30073,Islip,NY,11751,2018-03-20T16:00:00,2018-03-20T21:00:00,60003
Snow / Sleet,9.7,9.7,,N/A,0,,,"Major late season nor'easter on March 21st and 22nd. Flurries and spotty sleet began between 1 and 4 AM on March 21st, becoming steadier after 7 - 8 AM as a nor'easter moved in. Snow quickly became moderate to heavy and continued throughout the rest of the day, with sleet mixing in at times until the mid-afternoon. The heaviest of snow fell at rates up to 1-3"" per hour. While snow lightened up after midnight on March 22nd, it did not completely end until 5 - 8 AM. Temperatures were initially in the mid-30s before settling between 30 and 34 degrees for the duration of the storm.",30099,Brooklyn,NY,11210,2018-03-21T00:00:00,2018-03-22T10:00:00,59824
Snow / Sleet,16.8,16.8,,N/A,0,,,"Significant late season nor'easter on March 21st and 22nd. Intermittent mixes of flurries, sleet, and rain began during the pre-dawn hours on March 21st, with temperatures initially in the mid-to-upper 30s. Precipitation quickly became steady after 8 - 9 AM as temperatures cooled to 30 and 34 degrees and held throughout the storm. Snow continued to mix with sleet at times until the mid-late afternoon, becoming moderate to heavy. Very heavy bands of snow developed across Long Island by the evening, of which fell up to rates of 2-5"" per hour. Snow then trended lighter after midnight on the 22nd, although pockets of moderate snow continued to fall at times before completely ending by 7 - 10 AM.",30099,Islip,NY,11751,2018-03-21T00:00:00,2018-03-22T10:00:00,60003
Snow,3.8,3.8,,N/A,0,,,"Nor'easter brought accumulating snow on March 21st and 22nd. Flurries and brief sleet pellets began falling as early as the pre-dawn hours on March 21st with temperatures in the mid-30s. By 7 - 9 AM, steadier snow (some of which was still intermittent in spots during the morning) arrived with a nor'easter as temperatures cooled to 30 and 32 degrees and remained there through the rest of the storm. Snow was moderate to heavy at times by the afternoon and early evening. Snow eventually ended between 4 and 6 AM on March 22nd followed by a few lingering flurries.",30099,Peekskill,NY,10566,2018-03-21T00:00:00,2018-03-22T10:00:00,63665
Snow,4.1,4.1,,N/A,0,,,"Fast last season system on April 2nd. Areas of light to moderate snow developed between 3 and 5 AM on April 2nd. Snow quickly became steady and heavy at times, especially around daybreak. Some of the heavier snow fell at up to rates of 1-2"" per hour. Snow then tapered off between 9 and 11 AM, with flurries lingering until noon. Temperatures were between 32 and 36 degrees during snowfall before warming into low 40s in the afternoon.",30281,Brooklyn,NY,11210,2018-04-02T02:00:00,2018-04-02T12:00:00,59824
Snow,5.3,5.3,,N/A,0,,,"Fast last season system on April 2nd. Areas of light to moderate snow developed between 4:30 and 6 AM on April 2nd. Snow quickly became steady and heavy at times, especially around daybreak. Some of the heavier snow fell at up to rates of 1-2"" per hour. Snow then tapered off between 10 AM and 12 PM. Temperatures were between 30 and 34 degrees during snowfall before warming into low 40s in the afternoon.",30281,Islip,NY,11751,2018-04-02T02:00:00,2018-04-02T12:00:00,60003
Snow,6.0,6.0,,N/A,0,,,"Fast last season system on April 2nd. Areas of light to moderate snow developed between 2 and 4 AM on April 2nd. Snow quickly became steady and heavy at times, especially around daybreak. Some of the heavier snow fell at up to rates of 1-2"" per hour. Snow then tapered off between 10 AM and 12 PM. Temperatures were between 27 and 33 degrees during snowfall before warming into the upper 30s and low 40s in the afternoon.",30281,Peekskill,NY,10566,2018-04-02T02:00:00,2018-04-02T12:00:00,63665
Snow,6.5,6.5,,N/A,0,,,"First Winter Storm of the Season Occurred December 9th-10th. Light to moderate snow began between 8 AM - 10 AM on the 9th with temperatures of 33 - 36 degrees. Once snow became steadier Midday, temperatures quickly plummeted below freezing (29 - 32 degrees), with even some bursts of brief, heavy snow. Going into the evening, snowfall was light but persistent before tapering off as flurries from 1 - 4 AM on the 10th. Temperatures by the end of the event settled into the upper-20s.",27699,New Britain,CT,06051,2017-12-09T07:00:00,2017-12-10T06:00:00,10366
Snow,5.3,5.3,,N/A,0,,,"First coastal storm of the season brought snow from December 9th-10th. Light to moderate snow began between 7 - 10 AM on the 9th with temperatures of 32 - 35 degrees. By Midday, snow was falling steadily, resulting in temperatures to dip to 29 - 32 degrees and stay there for the rest of the event. Snow began to lighten up considerably towards Midnight, ending as flurries between 11 PM - 2 AM.",27699,Bridgeport,CT,06611,2017-12-09T07:00:00,2017-12-10T06:00:00,10481
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Some flurries and even a little wintry mix on the front and backside of a disturbance. Intermittent flurries worked in between 12 - 2 AM on the 12th with temperatures around 32 degrees. Not long after daybreak, a steady rain moved in, with temperatures rising to 36 - 41 degrees. A bit of snow and sleet mixed in with the rain on the backside of the system before ending between 2 - 5 PM. Temperatures by the end of the event were in the mid-to-upper 30s.",27744,New Britain,CT,06051,2017-12-12T00:00:00,2017-12-13T03:00:00,10366
